"idDienThoai";"ten";"url_img";"gia";"gia_cu";"gia_online";"ram";"rom";"mau_sac";"khuyen_mai";"url_installment";"cong_nghe_man_hinh";"do_phan_giai";"mau_man_hinh";"chuan_man_hinh";"cong_nghe_cam_ung";"man_hinh";"mat_kinh_man_hinh";"toc_do_cpu";"so_nhan";"chipset";"gpu";"cam_bien";"the_nho_ngoai";"dung_luong_the_nho_toi_da";"dung_luong_danh_ba";"bo_nho_con_lai";"kich_thuoc";"trong_luong";"kieu_dang";"chat_lieu";"chong_nuoc";"loai_pin";"cong_nghe_pin";"dung_luong_pin";"thao_roi_pin";"thoi_gian_cho";"thoi_gian_dam_thoai";"thoi_gian_sac";"sac_nhanh";"ket_noi_usb";"cong_ket_noi_khac";"cong_sac";"jack_in_out";"wifi";"gps";"bluetooth";"gprs";"edge";"loai_sim";"mang_2g";"mang_3g";"mang_4g";"khe_cam_sim";"nfc";"model_series";"he_dieu_hanh";"xem_phim";"nghe_nhac";"ghi_am";"fm_radio";"den_pin";"chuc_nang_khac";"thoi_gian_bao_hanh";"xuat_xu";"nam_san_xuat";"do_phan_giai_cam_truoc";"do_phan_giai_cam_sau";"thong_tin_khac";"quay_phim";"den_flash";"chup_anh_nang_cao";"video_call";"box";"choi_game";"ghi_chu"
"169";"Samsung Galaxy M10s";"https://cdn.fptshop.com.vn/Uploads/Originals/2019/9/23/637048439850404747_ss-m10s-1.png";"None";"None";"None";NULL;NULL;;;"không";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"không";NULL;"Sản phẩm tin đồn"
"170";"Samsung Galaxy J8+";"https://cdn.fptshop.com.vn/Uploads/Originals/2018/4/5/636585337316081599_1o.png";"None";"None";"None";NULL;NULL;;;"không";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"không";NULL;"Sản phẩm tin đồn"
"171";"Samsung Galaxy A50s";"https://cdn.fptshop.com.vn/Uploads/Originals/2019/8/30/637027713262327477_ss-a50s-xanh-1.png";"5790000";"4752000";"6990000";"4 GB";"64 GB";"Xanh/Trắng/Đen/";"Giá đặc biệt đến 22/06: 5,790,000đ
Tặng suất mua Đồng hồ thời trang giảm đến 40% 
Xem chi tiếtBảo hành mở rộng:
Mua gói bảo hành chính hãng mở rộng 24 tháng giá 369,000đ.
 Xem chi tiết";"https://fptshop.com.vn/dien-thoai/samsung-galaxy-a50s/509147/tra-gop";"Super AMOLED";"1080 x 2340 Pixels";"16 triệu màu";"Full HD+";NULL;"6.4 inches";"Mặt kính cong 2.5D";"4 nhân 2.3 GHz và 4 nhân 1.7 GHz";"8";"Exynos 9610 8 nhân 64-bit";"Mali-G72 MP3";"Mở khóa bằng khuôn mặt, Mở khoá vân tay dưới màn hình";"MicroSD";"512 GB";"Không giới hạn";"Đang cập nhật";"Dài 158.5 mm - Ngang 74.5 mm - Dày 7.7 mm";"169 g";"Nguyên Khối";"Nhựa";"Đang cập nhật";"Li-Ion";NULL;"4000 mAh";"Không";NULL;NULL;NULL;"Có";NULL;NULL;"USB Type-C";"3.5 mm";"Wi-Fi 802.11 a/b/g/n/ac, Dual-band, Wi-Fi Direct, Wi-Fi hotspot";"BDS, A-GPS, GLONASS";"v5.0, A2DP, LE";"Không";NULL;"Nano SIM";NULL;NULL;NULL;"2";"Đang cập nhật";"Galaxy  A";NULL;"Có";"Có";"Có";"Có";"Có";"Đang cập nhật";"12 Tháng";"Việt Nam";"2019";"32.0Mp";"Chính 48 MP & Phụ 8 MP, 5 MP";"Quay video HD, Nhận diện khuôn mặt, Chế độ làm đẹp, Quay video Full HD, Tự động lấy nét, Selfie ngược sáng HDR";"Quay phim FullHD 1080p@30fps, Quay phim 4K 2160p@30fps";"Có";"Lấy nét theo pha, Chụp ảnh xóa phông, Chụp hình góc siêu rộng, Tự động lấy nét, Chạm lấy nét, Nhận diện khuôn mặt, HDR, Panorama, Làm đẹp (Beautify)";NULL;"Máy, Sạc, Cáp, Tai nghe, Que lấy sim, ốp lưng, sách hướng dẫn sử dụng 
";NULL;"không"
"172";"Samsung Galaxy A80";"https://cdn.fptshop.com.vn/Uploads/Originals/2019/4/13/636907526460907165_samsung-galaxy-a80-den-1.png";"8990000";"10197000";"14990000";"8 GB";"128 GB";"Đen/Vàng/";"Giá đặc biệt đến 22/06: 8,990,000đ
Tặng Bộ quà Black Pink A80
Tặng suất mua Đồng hồ thời trang giảm đến 40% 
Xem chi tiếtBảo hành mở rộng:
Mua gói bảo hành chính hãng mở rộng 24 tháng giá 719,000đ.
 Xem chi tiếtTặng PMH 300,000đ (S) 
 Xem chi tiết";"https://fptshop.com.vn/dien-thoai/samsung-galaxy-a80/477393/tra-gop";"Super AMOLED";"1080 x 2400 Pixels";"16 triệu màu";"Full HD+";NULL;"6.7 inchs";"Kính cường lực Gorilla Glass";"2.2GHz Dual + 1.7GHz Hexa";"8";"Snapdragon 730 8 nhân";"Adreno 618";"Mở khoá vân tay dưới màn hình";"Không";"Đang cập nhật";"Không giới hạn";"Khoảng 105 GB";"Dài 165.2 mm - Ngang 76.5 mm - Dày 9.3 mm";"Đang cập nhật";"Nguyên Khối";"Khung kim loại + mặt lưng kính";"Không";"Li-Ion";NULL;"3700 mAh";"Không";NULL;NULL;NULL;"Có";NULL;NULL;"USB Type-C";"USB Type C";"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot";"BDS, A-GPS, GLONASS";"v5.0, A2DP, LE";"Không";NULL;"Nano SIM";NULL;NULL;NULL;"2";"Có";NULL;NULL;"Có";"Có";"Có";"Có";"Có";"Đang cập nhật";"12 Tháng";"Việt Nam";"2019";"Chính 48 MP & Phụ 8 MP, Cảm biến ToF (3D Depth)";"Chính 48 MP & Phụ 8 MP, Cảm biến ToF (3D Depth)";"Chụp ảnh xoá phông, Quay phim 4K, Sticker AR (biểu tượng thực tế ảo), Flash màn hình, Quay video HD, Selfie bằng cử chỉ, Chụp bằng giọng nói, Nhận diện khuôn mặt, Chế độ làm đẹp, Quay video Full HD, Tự động lấy nét, Selfie ngược sáng HDR";"Quay phim FullHD 1080p@30fps, Quay phim 4K 2160p@30fps";"Có";"Chụp hình góc rộng, Chụp hình góc siêu rộng, Chụp bằng giọng nói, Chụp ảnh xóa phông, Chế độ Slow Motion, Chế độ Time-Lapse, Chế độ chụp ban đêm (ánh sáng yếu), Super Slow Motion (quay siêu chậm), Chụp bằng cử chỉ, Tự động lấy nét, Chạm lấy nét, Nhận";NULL;"Hộp máy, cáp sạc, củ sạc, tai nghe, ốp lưng, que chọc sim và sách hướng dẫn sử dụng
";NULL;"không"
"173";"Huawei Mate 40";"https://cdn.fptshop.com.vn/Uploads/Originals/2020/3/9/637193518761455688_huawei-mate-40-1.png";"None";"None";"None";NULL;NULL;;;"không";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"không";NULL;"Sản phẩm tin đồn"
"174";"Samsung Galaxy A10";"https://cdn.fptshop.com.vn/Uploads/Originals/2019/5/13/636933634017102013_samsung-galaxy-a10-do-1.png";"3090000";"2442000";NULL;"2 GB";"32 GB";"Đỏ/";"Bảo hành mở rộng:
Mua gói bảo hành chính hãng mở rộng 24 tháng giá 229,000đ.
 Xem chi tiết";"https://fptshop.com.vn/dien-thoai/samsung-galaxy-a10/485541/tra-gop";"IPS LCD";"720 x 1520 Pixels";"16 triệu màu";"HD+";NULL;"6.2 inches";"Mặt kính cong 2.5D";"1.6 GHz";"8";"Exynos 7884";"Mali-G71 MP2";"Mở khóa bằng khuôn mặt,...";"MicroSD";"512 GB";"Không giới hạn";"Khoảng 22 GB";"Dài 155.6 mm - Ngang 75.6 mm - Dày 7.94 mm";"168 g";"Nguyên Khối";"Nhựa";"Đang cập nhật";"Li-Ion";NULL;"3400 mAh";"Không";NULL;NULL;NULL;"Đang cập nhật";NULL;NULL;"Micro USB";"3.5 mm";"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, Wi-Fi hotspot";"A-GPS, GLONASS";"v4.2, A2DP, LE";"Không";NULL;"Nano SIM";NULL;NULL;NULL;"2";"Đang cập nhật";NULL;NULL;"Có";"Có";"Có";"Có";"Có";"Đang cập nhật";"12 Tháng";"Việt Nam";"2019";"5.0 MP";"13.0 MP";"Selfie ngược sáng HDR, Tự động lấy nét, Chế độ làm đẹp, Nhận diện khuôn mặt, Sticker AR (biểu tượng thực tế ảo), Quay video HD";"FullHD 1080p@30fps";"Có";"Tự động lấy nét, Chạm lấy nét, Nhận diện khuôn mặt, HDR, Panorama, Làm đẹp (Beautify)";NULL;;NULL;"không"
"175";"Samsung Galaxy A10s";"https://cdn.fptshop.com.vn/Uploads/Originals/2019/8/13/637012894439085262_SS-a10s-xanh-1.png";"3690000";"2508000";NULL;"2 GB";"32 GB";"Green/Black/Red/";"Tặng suất mua Đồng hồ thời trang giảm đến 40% 
Xem chi tiếtBảo hành mở rộng:
Mua gói bảo hành chính hãng mở rộng 24 tháng giá 229,000đ.
 Xem chi tiết";"https://fptshop.com.vn/dien-thoai/samsung-galaxy-a10s/502267/tra-gop";"IPS TFT";"720 x 1520 Pixels";"16 triệu màu";"HD+";NULL;"6.2 inches";"Mặt kính cong 2.5D";"2.0 GHz Cortex-A53 & 1.5 GHz Cortex-A53";"8";"MediaTek MT6762 8 nhân 64-bit (Helio P22)";"PowerVR GE8320";"Mở khóa bằng vân tay, Mở khóa bằng khuôn mặt";"MicroSD";"512 GB";"Không giới hạn";"Khoảng 22 GB";"Dài 156.9 mm - Ngang 75.8 mm - Dày 7.8 mm";"168 g";"Nguyên Khối";"Nhựa";"Đang cập nhật";"Li-Ion";NULL;"4000 mAh";"Không";NULL;NULL;NULL;"Đang cập nhật";NULL;NULL;"Micro USB";"3.5mm";"Wi-Fi 802.11 b/g/n, WiFi Direct, hotspot";"A-GPS, GLONASS";"v5.0, A2DP, LE";"Không";NULL;"Nano SIM";NULL;NULL;NULL;"2";"Đang cập nhật";NULL;NULL;"Có";"Có";"Có";"Có";"Có";"Đang cập nhật";"12 Tháng";"Việt Nam";"2019";"8.0 MP";"13 MP và 2 MP (2 camera)";"Quay video Full HD, Tự động lấy nét, Selfie ngược sáng HDR, Sticker AR (biểu tượng thực tế ảo), Quay video HD, Nhận diện khuôn mặt, Chế độ làm đẹp";"FullHD 1080p@30fps";"Có";"Chụp ảnh xóa phông, Hiệu ứng AR Stickers, Chụp hình góc rộng, Tự động lấy nét, Chạm lấy nét, Nhận diện khuôn mặt, HDR, Panorama, Làm đẹp (Beautify)";NULL;"Hộp, cáp, củ sạc, sách hướng dẫn, cây chọc sim
";NULL;"không"
"176";"Huawei P40 Lite E";"https://cdn.fptshop.com.vn/Uploads/Originals/2020/3/9/637193641060371238_huawei-p40-lite-e-1.png";"None";"None";"None";NULL;NULL;;;"không";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"không";NULL;"Sản phẩm tin đồn"
"177";"Samsung Galaxy M20";"https://cdn.fptshop.com.vn/Uploads/Originals/2019/2/13/636856463605709792_Galaxy-M20-1.png";"3590000";"3498000";"4990000";"3 GB";"32 GB";"Blue/Grey/";"Giá đặc biệt đến 22/06: 3,590,000đ
Tặng suất mua Đồng hồ thời trang giảm đến 40% 
Xem chi tiếtBảo hành mở rộng:
Mua gói bảo hành chính hãng mở rộng 24 tháng giá 269,000đ.
 Xem chi tiết";"https://fptshop.com.vn/dien-thoai/samsung-galaxy-m20/457094/tra-gop";"PLS TFT LCD";"1080 x 2340 Pixels";"16 triệu màu";"Full HD +";NULL;"6.3 inches";"Mặt kính cong 2.5D";"1.8 GHz";"8";"Exynos 7904 8 nhân 64-bit";"Mali-G71 MP2";"Mở khóa bằng vân tay";"MicroSD";"512 GB";"Không giới hạn";"Đang cập nhật";"Dài 156.4 mm - Ngang 74.5 mm - Dày 8.8 mm";"186 g";"Nguyên Khối";"Nhựa";"Không";"Li-Ion";NULL;"5000 mAh";"Không";NULL;NULL;NULL;"Có";NULL;NULL;"USB Type-C";"3.5 mm";"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, Wi-Fi hotspot";"BDS, A-GPS, GLONASS";"5.0, A2DP, LE";"Có";NULL;"Nano SIM";NULL;NULL;NULL;"2 (SIM 2 chung khe thẻ nhớ)";"Không";"Không";NULL;"Có";"Có";"Có";"Có";"Có";"Chặn tin nhắn, Đèn pin, Ghi âm cuộc gọi, Chặn cuộc gọi";"12 Tháng";"Việt Nam";"2018";"8.0 MP";"13.0 MP + 5.0 MP";"Tự động lấy nét, Quay video HD, Nhận diện khuôn mặt, Chế độ làm đẹp, Quay video Full HD";"FullHD 1080p@30fps";"Có";"Chụp ảnh xóa phông, Tự động lấy nét, Chạm lấy nét, Nhận diện khuôn mặt, HDR, Panorama";NULL;;NULL;"không"
"178";"Huawei Y8s";"https://cdn.fptshop.com.vn/Uploads/Originals/2020/5/5/637242700485332649_huawei-y8s-3.png";"None";"None";"None";NULL;NULL;;;"không";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"không";NULL;"Sản phẩm tin đồn"
"179";"Huawei P smart 2020";"https://cdn.fptshop.com.vn/Uploads/Originals/2020/5/5/637242846226471183_huawei-psmart-2020-1.png";"None";"None";"None";NULL;NULL;;;"không";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"không";NULL;"Sản phẩm tin đồn"
"180";"Samsung Galaxy A70";"https://cdn.fptshop.com.vn/Uploads/Originals/2019/4/13/636907475981220637_samsung-galaxy-a70-den-1.png";"7290000";"6314000";"9290000";"6 GB";"128 GB";"Đen/Xanh/Trắng/";"Giá đặc biệt đến 22/06: 7,290,000đ
Tặng suất mua Đồng hồ thời trang giảm đến 40% 
Xem chi tiếtBảo hành mở rộng:
Mua gói bảo hành chính hãng mở rộng 24 tháng giá 529,000đ.
 Xem chi tiết";"https://fptshop.com.vn/dien-thoai/samsung-galaxy-a70/469370/tra-gop";"Super AMOLED";"1080 x 2400 Pixels";"16 triệu màu";"Full HD+";NULL;"6.7 inchs";"Kính Cường Lực";"2 nhân 2.0 Ghz & 6 nhân 1.7 Ghz";"8";"Snapdragon 675 8 nhân 64-bit";"Adreno 612";"Mở khóa bằng khuôn mặt, Mở khoá vân tay dưới màn hình";"MicroSD";"512 GB";"Không giới hạn";"Khoảng 109 GB";"Dài 164.3 mm - Ngang 76.7 mm - Dày 7.9 mm";"183 g";"Nguyên Khối";"Nhựa";"Không";"Li-Ion";NULL;"4,500mAh";"Không";NULL;NULL;NULL;"Có";NULL;NULL;"USB Type-C";"3.5mm";"Wi-Fi 802.11 a/b/g/n/ac, Dual-band, Wi-Fi Direct, Wi-Fi hotspot";"BDS, A-GPS, GLONASS";"v5.0, A2DP, LE";"Không";NULL;"Nano SIM";NULL;NULL;NULL;"2";"Không";NULL;NULL;"Có";"Có";"Có";"Có";"Có";"Đang cập nhật";"12 Tháng";"Việt Nam";"2019";"32.0Mp";"Chính 32 MP & Phụ 8 MP, 5 MP";"Selfie ngược sáng HDR, Đèn Flash trợ sáng, Tự động lấy nét, Quay video Full HD, Chế độ làm đẹp, Nhận diện khuôn mặt, Quay video HD, Sticker AR (biểu tượng thực tế ảo)";"Quay phim FullHD 1080p@30fps, Quay phim 4K 2160p@30fps";"Có";"Chụp ảnh xóa phông, Tự động lấy nét, Chạm lấy nét, Nhận diện khuôn mặt, HDR, Panorama, Làm đẹp (Beautify), Chế độ chụp chuyên nghiệp (Pro)";NULL;;NULL;"không"
"181";"Huawei Nova 7 SE 5G";"https://cdn.fptshop.com.vn/Uploads/Originals/2020/3/3/637188241488826980_huawei-nova-7-5g-2.png";"None";"None";"None";NULL;NULL;;;"không";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"không";NULL;"Sản phẩm tin đồn"
"182";"Huawei Nova 7 Pro 5G";"https://cdn.fptshop.com.vn/Uploads/Originals/2020/3/3/637188244928469261_huawei-nova-7-pro-5g-1.png";"None";"None";"None";NULL;NULL;;;"không";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"không";NULL;"Sản phẩm tin đồn"
"183";"Huawei Nova 7";"https://cdn.fptshop.com.vn/Uploads/Originals/2020/3/2/637187431541592025_huawei-nova-7i-2.png";"None";"None";"None";NULL;NULL;;;"không";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"không";NULL;"Sản phẩm tin đồn"
"184";"Huawei Nova 7 5G";"https://cdn.fptshop.com.vn/Uploads/Originals/2020/3/3/637188241488826980_huawei-nova-7-5g-2.png";"None";"None";"None";NULL;NULL;;;"không";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"không";NULL;"Sản phẩm tin đồn"
"185";"Huawei Enjoy 10e";"https://cdn.fptshop.com.vn/Uploads/Originals/2020/3/2/637187675468855016_huawei-enjoy-10e-1.png";"None";"None";"None";NULL;NULL;;;"không";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"không";NULL;"Sản phẩm tin đồn"
"186";"Samsung Galaxy A20";"https://cdn.fptshop.com.vn/Uploads/Originals/2019/3/25/636891307002642548_ss-galaxy-a20-do-1.png";"3560000";"2937000";NULL;"3 GB";"32 GB";"Đỏ/Đen/Xanh/";"Tặng 315 kWh điện trị giá 630,000đ (đã trừ vào giá)
Tặng suất mua Đồng hồ thời trang giảm đến 40% 
Xem chi tiếtBảo hành mở rộng:
Mua gói bảo hành chính hãng mở rộng 24 tháng giá 269,000đ.
 Xem chi tiết";"https://fptshop.com.vn/dien-thoai/samsung-galaxy-a20/469368/tra-gop";"Super AMOLED";"720 x 1560 Pixels";"16 triệu màu";"HD+";NULL;"6.4 inches";"Kính cường lực Gorilla Glass";"2 nhân 1.6 Ghz & 6 nhân 1.35 Ghz";"8";"Exynos 7884 8 nhân";"Mali™ G71";"Mở khóa bằng vân tay, Mở khóa bằng khuôn mặt";"MicroSD";"512 GB";"Không giới hạn";"22GB";"Dài 158.4 mm - Ngang 74.7 mm - Dày 7.8 mm";"169 g";"Nguyên Khối";"Nhựa";"Đang cập nhật";"Li-Ion";NULL;"4000 mAh";"Không";NULL;NULL;NULL;"Có";NULL;NULL;"USB Type-C";"3.5 mm";"802.11 b/g/n, Wi-Fi Direct, Wi-Fi hotspot";"A-GPS, GLONASS, BDS";"4.2, A2DP, LE";"Không";NULL;"Nano SIM";NULL;NULL;NULL;"2";"Đang cập nhật";NULL;NULL;"Có";"Có";"Có";"Có";"Có";"	Nhân bản ứng dụng Mặt kính 2.5D Chặn tin nhắn Ghi âm cuộc gọi Đèn pin Chặn cuộc gọi Dolby Audio™";"12 Tháng";"Việt Nam";"2019";"8.0 MP";"13.0 MP + 5.0 MP";"Quay video HD, Chế độ làm đẹp, Tự động lấy nét";"FullHD 1080p@30fps";"Có";"Chụp ảnh xóa phông, Tự động lấy nét, Chạm lấy nét, Nhận diện khuôn mặt, HDR, Panorama, Làm đẹp (Beautify)";NULL;;NULL;"không"
"187";"Huawei Mate 30 RS Porsche Design";"https://cdn.fptshop.com.vn/Uploads/Originals/2019/10/7/637060654360444684_huawei-mate-30-rs-porsche-1.png";"None";"None";"None";NULL;NULL;;;"không";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"không";NULL;"Sản phẩm tin đồn"
"188";"Huawei P40 Lite";"https://cdn.fptshop.com.vn/Uploads/Originals/2020/3/2/637187408572990669_huawei-p40-lite-1.png";"None";"None";"None";NULL;NULL;;;"không";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"không";NULL;"Sản phẩm tin đồn"
"189";"Huawei P30 Lite New Edition";"https://cdn.fptshop.com.vn/Uploads/Originals/2020/3/2/637187421179360975_huawei-p30-lite-new-edition-1.png";"None";"None";"None";NULL;NULL;;;"không";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"không";NULL;"Sản phẩm tin đồn"
"190";"Huawei Y7p";"https://cdn.fptshop.com.vn/Uploads/Originals/2020/3/2/637187426168479358_huawei-y7p-1.png";"None";"None";"None";NULL;NULL;;;"không";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"không";NULL;"Sản phẩm tin đồn"
"191";"Huawei Mate Xs";"https://cdn.fptshop.com.vn/Uploads/Originals/2020/3/2/637187374690953117_huawei-mate-xs-1.png";"None";"None";"None";NULL;NULL;;;"không";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"không";NULL;"Sản phẩm tin đồn"
